product_id,baseline_price,cost,avg_rating_last_30d,recent_complaints,competitor_avg_price,trend
3269,158.3,95.0,3.38,17,130–180,negative?
3270,88.43,40.0,4.36,2,65–100,unclear
3271,178.14,143.0,3.81,6,160–190,stable
3272,179.5,143.0,4.3,3,160–190,stable
3273,48.04,27.0,4.39,4,44–52,stable
3274,90.9,40.0,4.36,1,65–100,unclear
3275,127.18,75.0,3.52,10,109–140,negative
3276,250.39,110.0,4.68,1,unknown,rising?
3277,48.81,27.0,4.46,1,44–52,stable
3278,130.55,75.0,3.56,10,109–140,negative
3279,90.75,40.0,4.34,3,65–100,unclear
3280,178.2,143.0,3.8,3,160–190,stable
3281,160.39,95.0,3.35,19,130–180,negative?
3282,49.4,27.0,4.42,4,44–52,stable
3283,250.4,110.0,4.4,1,unknown,rising?
3284,88.76,40.0,4.04,3,65–100,unclear
3285,130.66,75.0,3.61,11,109–140,negative
3286,90.12,40.0,4.45,4,65–100,unclear
3287,89.47,40.0,4.4,2,65–100,unclear
3288,249.23,110.0,4.47,0,unknown,rising?
3289,158.86,95.0,3.08,16,130–180,negative?
3290,178.84,143.0,3.85,6,160–190,stable
3291,159.57,95.0,2.88,16,130–180,negative?
3292,179.51,143.0,4.24,5,160–190,stable
3293,51.89,27.0,4.35,0,44–52,stable
3294,91.42,40.0,4.47,2,65–100,unclear
3295,127.12,75.0,3.97,11,109–140,negative
3296,159.39,95.0,2.86,19,130–180,negative?
3297,248.69,110.0,4.86,0,unknown,rising?
3298,251.81,110.0,4.91,0,unknown,rising?
3299,91.9,40.0,4.26,0,65–100,unclear
3300,128.74,75.0,3.97,10,109–140,negative
3301,130.44,75.0,4.1,11,109–140,negative
3302,248.96,110.0,4.77,1,unknown,rising?
3303,91.88,40.0,4.05,0,65–100,unclear
3304,161.34,95.0,3.23,18,130–180,negative?
3305,251.26,110.0,4.74,0,unknown,rising?
3306,251.19,110.0,4.56,2,unknown,rising?
3307,127.4,75.0,3.53,11,109–140,negative
3308,127.06,75.0,3.94,9,109–140,negative
3309,180.76,143.0,4.09,7,160–190,stable
3310,179.07,143.0,3.96,6,160–190,stable
3311,129.48,75.0,4.09,11,109–140,negative
3312,180.76,143.0,3.74,7,160–190,stable
3313,128.44,75.0,3.57,13,109–140,negative
3314,177.36,143.0,4.02,5,160–190,stable
3315,48.04,27.0,4.26,3,44–52,stable
3316,127.52,75.0,3.69,12,109–140,negative
3317,127.9,75.0,3.98,11,109–140,negative
3318,90.52,40.0,4.26,0,65–100,unclear
3319,248.94,110.0,4.81,0,unknown,rising?
3320,180.72,143.0,4.22,6,160–190,stable
3321,49.62,27.0,4.45,0,44–52,stable
3322,129.13,75.0,3.65,14,109–140,negative
3323,158.79,95.0,3.02,16,130–180,negative?
3324,158.05,95.0,2.99,17,130–180,negative?
3325,250.08,110.0,4.73,0,unknown,rising?
3326,128.54,75.0,3.51,9,109–140,negative
3327,249.89,110.0,4.6,0,unknown,rising?
3328,128.81,75.0,3.68,13,109–140,negative
3329,248.37,110.0,4.65,3,unknown,rising?
3330,128.98,75.0,3.86,12,109–140,negative
3331,251.01,110.0,4.56,2,unknown,rising?
3332,49.38,27.0,4.13,3,44–52,stable
3333,250.79,110.0,4.88,0,unknown,rising?
3334,128.83,75.0,4.0,10,109–140,negative
3335,50.39,27.0,4.1,2,44–52,stable
3336,250.84,110.0,4.88,0,unknown,rising?
3337,249.24,110.0,4.74,0,unknown,rising?
3338,48.98,27.0,4.67,5,44–52,stable
3339,88.34,40.0,4.3,0,65–100,unclear
3340,130.41,75.0,3.69,14,109–140,negative
3341,159.6,95.0,3.03,19,130–180,negative?
3342,158.74,95.0,3.07,16,130–180,negative?
3343,251.27,110.0,4.66,1,unknown,rising?
3344,180.67,143.0,4.06,3,160–190,stable
3345,127.26,75.0,3.61,12,109–140,negative
3346,50.74,27.0,4.18,3,44–52,stable
3347,177.6,143.0,4.13,7,160–190,stable
3348,89.51,40.0,4.24,4,65–100,unclear
3349,177.46,143.0,3.8,3,160–190,stable
3350,177.17,143.0,3.96,3,160–190,stable
3351,90.7,40.0,4.42,3,65–100,unclear
3352,250.69,110.0,4.74,0,unknown,rising?
3353,179.3,143.0,3.9,4,160–190,stable
3354,159.76,95.0,3.2,18,130–180,negative?
3355,179.12,143.0,4.1,3,160–190,stable
3356,180.89,143.0,3.89,6,160–190,stable
3357,250.63,110.0,4.63,1,unknown,rising?
3358,128.34,75.0,4.06,13,109–140,negative
3359,160.38,95.0,3.06,14,130–180,negative?
3360,51.81,27.0,4.57,2,44–52,stable
3361,50.34,27.0,4.35,2,44–52,stable
3362,88.38,40.0,4.43,1,65–100,unclear
3363,91.34,40.0,4.36,1,65–100,unclear
3364,91.16,40.0,4.19,0,65–100,unclear
3365,248.78,110.0,4.96,0,unknown,rising?
3366,49.47,27.0,4.56,3,44–52,stable
3367,90.76,40.0,4.45,0,65–100,unclear
3368,177.64,143.0,4.19,3,160–190,stable
3369,179.01,143.0,4.16,4,160–190,stable
3370,127.26,75.0,3.82,10,109–140,negative
3371,129.72,75.0,3.73,14,109–140,negative
3372,250.46,110.0,4.86,3,unknown,rising?
3373,129.4,75.0,3.72,11,109–140,negative
3374,248.55,110.0,4.97,0,unknown,rising?
3375,159.88,95.0,3.14,17,130–180,negative?
3376,48.19,27.0,4.4,1,44–52,stable
3377,51.64,27.0,4.24,0,44–52,stable
3378,91.98,40.0,4.1,3,65–100,unclear
3379,249.97,110.0,4.64,3,unknown,rising?
3380,50.0,27.0,4.58,0,44–52,stable
3381,178.97,143.0,4.25,7,160–190,stable
3382,88.5,40.0,4.05,1,65–100,unclear
3383,177.29,143.0,4.27,4,160–190,stable
3384,180.69,143.0,3.83,3,160–190,stable
3385,178.17,143.0,4.04,4,160–190,stable
3386,158.64,95.0,3.14,15,130–180,negative?
3387,249.26,110.0,4.98,0,unknown,rising?
3388,177.42,143.0,4.26,6,160–190,stable
3389,89.28,40.0,4.41,2,65–100,unclear
3390,250.66,110.0,4.97,0,unknown,rising?
3391,90.54,40.0,4.4,3,65–100,unclear
3392,249.04,110.0,4.75,0,unknown,rising?
3393,250.22,110.0,4.63,2,unknown,rising?
3394,130.88,75.0,3.83,14,109–140,negative
3395,89.2,40.0,3.99,4,65–100,unclear
3396,180.8,143.0,4.1,3,160–190,stable
3397,91.51,40.0,3.96,1,65–100,unclear
3398,130.04,75.0,3.94,14,109–140,negative
3399,129.5,75.0,3.99,13,109–140,negative
3400,88.58,40.0,4.26,2,65–100,unclear
3401,161.22,95.0,3.34,19,130–180,negative?
3402,128.25,75.0,3.82,9,109–140,negative
3403,251.6,110.0,4.86,2,unknown,rising?
3404,177.95,143.0,3.89,2,160–190,stable
3405,49.12,27.0,4.57,0,44–52,stable
3406,160.43,95.0,2.9,17,130–180,negative?
3407,251.87,110.0,4.9,1,unknown,rising?
3408,248.24,110.0,4.87,1,unknown,rising?
3409,129.19,75.0,4.02,11,109–140,negative
3410,50.32,27.0,4.59,0,44–52,stable
3411,130.94,75.0,3.83,9,109–140,negative
3412,50.28,27.0,4.37,5,44–52,stable
3413,179.5,143.0,3.79,2,160–190,stable
3414,48.4,27.0,4.6,4,44–52,stable
3415,128.05,75.0,3.67,12,109–140,negative
3416,178.62,143.0,4.01,5,160–190,stable
3417,88.7,40.0,4.15,1,65–100,unclear
3418,90.15,40.0,4.27,0,65–100,unclear
3419,159.98,95.0,3.14,15,130–180,negative?
3420,130.96,75.0,3.89,9,109–140,negative
3421,91.36,40.0,4.49,2,65–100,unclear
3422,127.82,75.0,3.75,14,109–140,negative
3423,180.41,143.0,4.06,7,160–190,stable
3424,177.74,143.0,4.0,2,160–190,stable
3425,88.88,40.0,4.38,3,65–100,unclear
3426,248.69,110.0,4.6,0,unknown,rising?
3427,248.05,110.0,4.57,2,unknown,rising?
3428,89.37,40.0,4.28,4,65–100,unclear
3429,248.34,110.0,4.81,0,unknown,rising?
3430,250.79,110.0,4.75,1,unknown,rising?
3431,250.14,110.0,4.44,1,unknown,rising?
3432,160.72,95.0,2.92,15,130–180,negative?
3433,158.03,95.0,3.22,15,130–180,negative?
3434,161.11,95.0,2.88,18,130–180,negative?
3435,180.12,143.0,4.11,4,160–190,stable
3436,48.55,27.0,4.52,4,44–52,stable
3437,91.43,40.0,4.48,0,65–100,unclear
3438,129.44,75.0,3.97,13,109–140,negative
3439,249.93,110.0,4.72,2,unknown,rising?
3440,161.3,95.0,3.06,15,130–180,negative?
3441,178.42,143.0,3.88,4,160–190,stable
3442,248.85,110.0,4.74,0,unknown,rising?
3443,48.95,27.0,4.63,0,44–52,stable
3444,90.5,40.0,3.99,3,65–100,unclear
3445,250.72,110.0,4.65,0,unknown,rising?
3446,160.15,95.0,2.81,16,130–180,negative?
3447,51.73,27.0,4.48,5,44–52,stable
3448,177.25,143.0,3.79,4,160–190,stable
3449,91.23,40.0,4.26,0,65–100,unclear
3450,90.09,40.0,4.37,0,65–100,unclear
3451,89.03,40.0,4.03,0,65–100,unclear
3452,251.63,110.0,4.85,0,unknown,rising?
3453,250.62,110.0,4.51,0,unknown,rising?
3454,180.56,143.0,4.07,5,160–190,stable
3455,178.9,143.0,3.71,6,160–190,stable
3456,180.62,143.0,4.23,6,160–190,stable
3457,158.41,95.0,2.99,16,130–180,negative?
3458,49.47,27.0,4.56,4,44–52,stable
3459,88.19,40.0,3.96,3,65–100,unclear
3460,161.85,95.0,3.02,14,130–180,negative?
3461,48.34,27.0,4.29,3,44–52,stable
3462,91.19,40.0,3.97,1,65–100,unclear
3463,180.07,143.0,4.16,2,160–190,stable
3464,91.39,40.0,3.91,2,65–100,unclear
3465,178.11,143.0,4.14,3,160–190,stable
3466,251.23,110.0,4.96,0,unknown,rising?
3467,90.73,40.0,4.08,1,65–100,unclear
3468,178.26,143.0,3.88,2,160–190,stable
3469,90.15,40.0,4.05,1,65–100,unclear
3470,128.74,75.0,3.86,11,109–140,negative
3471,179.4,143.0,4.02,6,160–190,stable
3472,251.24,110.0,4.68,0,unknown,rising?
3473,127.73,75.0,3.92,12,109–140,negative
3474,249.39,110.0,4.51,2,unknown,rising?
3475,129.55,75.0,3.91,11,109–140,negative
3476,91.07,40.0,4.06,2,65–100,unclear
3477,249.97,110.0,4.87,0,unknown,rising?
3478,129.18,75.0,3.93,9,109–140,negative
3479,127.27,75.0,3.66,9,109–140,negative
3480,89.23,40.0,4.07,0,65–100,unclear
3481,127.8,75.0,3.63,11,109–140,negative
3482,48.82,27.0,4.69,0,44–52,stable
3483,49.51,27.0,4.23,0,44–52,stable
3484,88.07,40.0,4.04,2,65–100,unclear
3485,128.19,75.0,3.83,10,109–140,negative
3486,49.14,27.0,4.48,1,44–52,stable
3487,178.67,143.0,3.88,4,160–190,stable
3488,128.69,75.0,4.05,9,109–140,negative
3489,160.93,95.0,2.83,17,130–180,negative?
3490,130.57,75.0,4.01,9,109–140,negative
3491,49.05,27.0,4.23,4,44–52,stable
3492,161.51,95.0,2.83,19,130–180,negative?
3493,178.0,143.0,4.2,2,160–190,stable
3494,91.63,40.0,4.18,3,65–100,unclear
3495,91.3,40.0,4.08,4,65–100,unclear
3496,130.57,75.0,3.82,12,109–140,negative
3497,177.01,143.0,4.3,4,160–190,stable
3498,161.91,95.0,3.27,19,130–180,negative?
3499,251.8,110.0,4.88,3,unknown,rising?
3500,178.7,143.0,3.93,2,160–190,stable
3501,129.21,75.0,3.57,13,109–140,negative
3502,248.7,110.0,4.68,0,unknown,rising?
3503,51.56,27.0,4.27,3,44–52,stable
3504,248.22,110.0,4.64,2,unknown,rising?
3505,159.64,95.0,3.35,16,130–180,negative?
3506,91.68,40.0,4.41,2,65–100,unclear
3507,178.02,143.0,3.84,7,160–190,stable
3508,90.88,40.0,4.21,4,65–100,unclear
3509,50.26,27.0,4.55,1,44–52,stable
3510,158.66,95.0,3.31,16,130–180,negative?
3511,158.82,95.0,3.11,18,130–180,negative?
3512,91.46,40.0,4.17,3,65–100,unclear
3513,49.6,27.0,4.1,1,44–52,stable
3514,178.09,143.0,3.9,6,160–190,stable
3515,129.49,75.0,3.93,13,109–140,negative
3516,51.93,27.0,4.35,4,44–52,stable
3517,251.69,110.0,4.98,0,unknown,rising?
3518,251.08,110.0,4.44,2,unknown,rising?
3519,250.5,110.0,4.93,0,unknown,rising?
3520,248.75,110.0,4.88,1,unknown,rising?
3521,127.81,75.0,3.71,12,109–140,negative
3522,161.99,95.0,3.08,15,130–180,negative?
3523,177.39,143.0,4.29,3,160–190,stable
3524,179.07,143.0,3.85,4,160–190,stable
3525,127.59,75.0,3.94,13,109–140,negative
3526,130.25,75.0,3.83,13,109–140,negative
3527,128.23,75.0,3.8,13,109–140,negative
3528,249.2,110.0,4.87,1,unknown,rising?
3529,90.41,40.0,3.9,0,65–100,unclear
3530,178.68,143.0,4.16,7,160–190,stable
3531,88.75,40.0,4.45,4,65–100,unclear
3532,49.51,27.0,4.53,1,44–52,stable
3533,89.74,40.0,4.12,3,65–100,unclear
3534,88.49,40.0,4.48,4,65–100,unclear
3535,250.55,110.0,4.62,1,unknown,rising?
3536,128.19,75.0,3.86,10,109–140,negative
3537,178.98,143.0,4.18,3,160–190,stable
3538,177.3,143.0,4.01,4,160–190,stable
3539,251.72,110.0,4.45,2,unknown,rising?
3540,91.76,40.0,3.99,2,65–100,unclear
3541,179.52,143.0,3.82,4,160–190,stable
3542,49.4,27.0,4.31,3,44–52,stable
3543,160.03,95.0,3.11,18,130–180,negative?
3544,90.26,40.0,4.19,3,65–100,unclear
3545,129.81,75.0,3.7,11,109–140,negative
3546,90.45,40.0,4.23,0,65–100,unclear
3547,161.51,95.0,2.9,18,130–180,negative?
3548,88.2,40.0,4.33,3,65–100,unclear
3549,178.85,143.0,3.88,6,160–190,stable
3550,248.42,110.0,4.57,0,unknown,rising?
3551,49.47,27.0,4.58,4,44–52,stable
3552,50.5,27.0,4.34,3,44–52,stable
3553,128.22,75.0,3.93,12,109–140,negative
3554,177.08,143.0,3.95,2,160–190,stable
3555,129.11,75.0,3.96,10,109–140,negative
3556,128.89,75.0,3.62,12,109–140,negative
3557,89.55,40.0,4.21,1,65–100,unclear
3558,158.25,95.0,3.3,19,130–180,negative?
3559,250.14,110.0,4.45,0,unknown,rising?
3560,178.49,143.0,4.28,6,160–190,stable
3561,129.03,75.0,4.06,14,109–140,negative
3562,159.8,95.0,3.23,17,130–180,negative?
3563,127.87,75.0,3.94,11,109–140,negative
3564,91.04,40.0,4.11,0,65–100,unclear
3565,161.26,95.0,3.34,18,130–180,negative?
3566,180.55,143.0,3.8,2,160–190,stable
3567,48.34,27.0,4.67,1,44–52,stable
3568,248.21,110.0,4.66,0,unknown,rising?
3569,250.27,110.0,4.99,0,unknown,rising?
3570,180.21,143.0,3.77,2,160–190,stable
3571,249.85,110.0,4.54,0,unknown,rising?
3572,179.35,143.0,3.89,3,160–190,stable
3573,180.52,143.0,4.09,6,160–190,stable
3574,90.65,40.0,3.95,0,65–100,unclear
3575,248.41,110.0,4.69,0,unknown,rising?
3576,158.53,95.0,3.14,15,130–180,negative?
3577,248.36,110.0,5.0,0,unknown,rising?
3578,49.54,27.0,4.26,3,44–52,stable
3579,250.82,110.0,4.46,1,unknown,rising?
3580,127.28,75.0,3.73,11,109–140,negative
3581,127.5,75.0,3.79,10,109–140,negative
3582,127.09,75.0,3.87,10,109–140,negative
3583,91.08,40.0,4.08,0,65–100,unclear
3584,127.37,75.0,3.57,13,109–140,negative
3585,51.27,27.0,4.33,1,44–52,stable
3586,161.93,95.0,3.3,16,130–180,negative?
3587,51.54,27.0,4.19,5,44–52,stable
3588,248.88,110.0,4.68,0,unknown,rising?
3589,158.35,95.0,3.31,14,130–180,negative?
3590,130.94,75.0,3.62,9,109–140,negative
3591,129.97,75.0,4.04,10,109–140,negative
3592,129.43,75.0,3.66,10,109–140,negative
3593,89.04,40.0,3.95,0,65–100,unclear
3594,127.1,75.0,3.94,12,109–140,negative
3595,128.7,75.0,3.79,10,109–140,negative
3596,49.9,27.0,4.17,2,44–52,stable
3597,89.68,40.0,4.06,0,65–100,unclear
3598,49.26,27.0,4.42,1,44–52,stable
3599,89.5,40.0,4.39,4,65–100,unclear
3600,50.42,27.0,4.17,5,44–52,stable
3601,160.23,95.0,2.94,17,130–180,negative?
3602,178.62,143.0,3.96,6,160–190,stable
3603,250.44,110.0,4.94,0,unknown,rising?
3604,51.7,27.0,4.62,5,44–52,stable
3605,180.9,143.0,4.01,2,160–190,stable
3606,50.61,27.0,4.44,5,44–52,stable
3607,127.63,75.0,3.91,13,109–140,negative
3608,180.92,143.0,3.82,5,160–190,stable
3609,159.41,95.0,3.01,16,130–180,negative?
3610,48.25,27.0,4.39,1,44–52,stable
3611,248.17,110.0,4.9,0,unknown,rising?
3612,51.57,27.0,4.34,1,44–52,stable
3613,128.02,75.0,3.86,13,109–140,negative
3614,127.09,75.0,3.82,10,109–140,negative
3615,129.17,75.0,3.52,12,109–140,negative
3616,251.41,110.0,4.47,2,unknown,rising?
3617,51.45,27.0,4.69,0,44–52,stable
3618,49.95,27.0,4.44,0,44–52,stable
3619,248.2,110.0,4.51,2,unknown,rising?
3620,248.44,110.0,4.96,2,unknown,rising?
3621,127.93,75.0,3.66,11,109–140,negative
3622,250.2,110.0,4.72,1,unknown,rising?
3623,251.27,110.0,4.67,0,unknown,rising?
3624,49.35,27.0,4.38,0,44–52,stable
3625,248.26,110.0,4.87,0,unknown,rising?
3626,177.09,143.0,4.02,2,160–190,stable
3627,158.27,95.0,3.08,17,130–180,negative?
3628,91.99,40.0,4.09,1,65–100,unclear
3629,49.55,27.0,4.19,4,44–52,stable
3630,128.22,75.0,3.78,14,109–140,negative
3631,50.29,27.0,4.1,3,44–52,stable
3632,159.49,95.0,3.1,14,130–180,negative?
3633,88.29,40.0,4.24,0,65–100,unclear
3634,50.12,27.0,4.28,0,44–52,stable
3635,180.49,143.0,3.83,7,160–190,stable
3636,251.66,110.0,4.48,0,unknown,rising?
3637,89.64,40.0,4.21,2,65–100,unclear
3638,48.96,27.0,4.46,3,44–52,stable
3639,51.45,27.0,4.29,4,44–52,stable
3640,159.66,95.0,3.12,19,130–180,negative?
3641,90.2,40.0,4.27,1,65–100,unclear
3642,159.69,95.0,2.92,18,130–180,negative?
3643,49.4,27.0,4.66,5,44–52,stable
3644,128.9,75.0,3.95,14,109–140,negative
3645,249.49,110.0,4.59,0,unknown,rising?
3646,180.55,143.0,3.96,5,160–190,stable
3647,128.27,75.0,3.53,14,109–140,negative
3648,129.12,75.0,3.9,9,109–140,negative
3649,89.92,40.0,4.05,4,65–100,unclear
3650,250.07,110.0,4.95,0,unknown,rising?
3651,91.19,40.0,3.96,0,65–100,unclear
3652,50.14,27.0,4.68,3,44–52,stable
3653,251.73,110.0,4.93,0,unknown,rising?
3654,129.54,75.0,3.78,14,109–140,negative
3655,88.73,40.0,4.45,0,65–100,unclear
3656,159.53,95.0,2.87,16,130–180,negative?
3657,158.01,95.0,3.11,15,130–180,negative?
3658,89.81,40.0,4.23,4,65–100,unclear
3659,130.71,75.0,4.05,12,109–140,negative
3660,91.21,40.0,4.06,4,65–100,unclear
3661,51.24,27.0,4.1,5,44–52,stable
3662,128.39,75.0,3.82,12,109–140,negative
3663,91.87,40.0,4.02,2,65–100,unclear
3664,50.87,27.0,4.11,5,44–52,stable
3665,128.56,75.0,3.6,9,109–140,negative
3666,179.59,143.0,3.85,6,160–190,stable
3667,179.26,143.0,3.72,3,160–190,stable
3668,50.17,27.0,4.52,3,44–52,stable
3669,248.5,110.0,4.77,2,unknown,rising?
3670,48.18,27.0,4.45,3,44–52,stable
3671,48.93,27.0,4.55,1,44–52,stable
3672,90.21,40.0,4.25,2,65–100,unclear
3673,179.6,143.0,3.71,5,160–190,stable
3674,51.17,27.0,4.56,1,44–52,stable
3675,159.45,95.0,2.84,14,130–180,negative?
3676,248.31,110.0,4.41,2,unknown,rising?
3677,49.14,27.0,4.7,4,44–52,stable
3678,49.27,27.0,4.61,2,44–52,stable
3679,251.29,110.0,4.67,3,unknown,rising?
3680,248.66,110.0,4.46,0,unknown,rising?
3681,251.06,110.0,4.66,0,unknown,rising?
3682,178.47,143.0,4.0,6,160–190,stable
3683,180.04,143.0,4.28,6,160–190,stable
3684,158.45,95.0,3.3,15,130–180,negative?
3685,90.42,40.0,4.11,0,65–100,unclear
3686,251.63,110.0,4.72,1,unknown,rising?
3687,48.63,27.0,4.25,4,44–52,stable
3688,91.83,40.0,4.46,0,65–100,unclear
3689,89.55,40.0,4.19,3,65–100,unclear
3690,88.4,40.0,4.04,2,65–100,unclear
3691,128.82,75.0,4.0,10,109–140,negative
3692,130.49,75.0,3.93,13,109–140,negative
3693,179.82,143.0,3.85,2,160–190,stable
3694,249.6,110.0,4.41,2,unknown,rising?
3695,180.1,143.0,3.9,7,160–190,stable
3696,160.72,95.0,2.94,17,130–180,negative?
3697,89.5,40.0,4.23,3,65–100,unclear
3698,179.55,143.0,4.23,6,160–190,stable
3699,250.58,110.0,4.77,0,unknown,rising?
3700,177.08,143.0,3.81,3,160–190,stable
3701,179.93,143.0,3.72,6,160–190,stable
3702,88.51,40.0,4.16,0,65–100,unclear
3703,128.76,75.0,3.86,9,109–140,negative
3704,48.13,27.0,4.16,4,44–52,stable
3705,251.45,110.0,4.6,3,unknown,rising?
3706,251.42,110.0,4.44,1,unknown,rising?
3707,177.54,143.0,4.13,3,160–190,stable
3708,161.98,95.0,3.38,17,130–180,negative?
3709,180.82,143.0,4.19,3,160–190,stable
3710,49.99,27.0,4.55,4,44–52,stable
3711,159.64,95.0,3.26,14,130–180,negative?
3712,161.8,95.0,3.22,19,130–180,negative?
3713,178.81,143.0,4.12,6,160–190,stable
3714,50.13,27.0,4.59,0,44–52,stable
3715,177.54,143.0,3.88,4,160–190,stable
3716,91.59,40.0,4.45,3,65–100,unclear
3717,177.95,143.0,3.92,7,160–190,stable
3718,179.54,143.0,4.19,2,160–190,stable
3719,88.58,40.0,4.01,3,65–100,unclear
3720,248.4,110.0,4.56,2,unknown,rising?
3721,90.21,40.0,4.13,0,65–100,unclear
3722,159.6,95.0,3.29,17,130–180,negative?
3723,248.15,110.0,4.84,3,unknown,rising?
3724,251.05,110.0,4.51,0,unknown,rising?
3725,159.31,95.0,3.16,18,130–180,negative?
3726,250.75,110.0,4.8,0,unknown,rising?
3727,50.32,27.0,4.59,0,44–52,stable
3728,250.03,110.0,4.78,0,unknown,rising?
3729,180.31,143.0,4.13,2,160–190,stable
3730,248.96,110.0,4.59,2,unknown,rising?
3731,128.61,75.0,3.63,12,109–140,negative
3732,91.94,40.0,4.43,0,65–100,unclear
3733,249.19,110.0,4.74,1,unknown,rising?
3734,250.51,110.0,4.52,0,unknown,rising?
3735,160.27,95.0,3.12,19,130–180,negative?
3736,180.66,143.0,4.05,3,160–190,stable
3737,130.06,75.0,4.03,13,109–140,negative
3738,251.24,110.0,4.71,0,unknown,rising?
3739,251.53,110.0,4.63,0,unknown,rising?
3740,159.58,95.0,3.03,17,130–180,negative?
3741,89.24,40.0,4.04,1,65–100,unclear
3742,249.21,110.0,4.85,0,unknown,rising?
3743,128.97,75.0,3.51,12,109–140,negative
3744,248.31,110.0,4.86,2,unknown,rising?
3745,128.83,75.0,3.98,9,109–140,negative
3746,159.26,95.0,2.89,15,130–180,negative?
3747,129.26,75.0,3.75,12,109–140,negative
3748,49.84,27.0,4.21,2,44–52,stable
3749,48.42,27.0,4.6,2,44–52,stable
3750,180.95,143.0,3.71,2,160–190,stable
3751,90.42,40.0,4.35,0,65–100,unclear
3752,180.53,143.0,3.76,5,160–190,stable
3753,49.03,27.0,4.15,3,44–52,stable
3754,178.7,143.0,3.89,5,160–190,stable
3755,127.67,75.0,3.71,14,109–140,negative
3756,160.84,95.0,3.31,17,130–180,negative?
3757,88.14,40.0,4.45,0,65–100,unclear
3758,161.99,95.0,2.97,19,130–180,negative?
3759,51.82,27.0,4.31,3,44–52,stable
3760,48.81,27.0,4.43,0,44–52,stable
3761,129.34,75.0,3.65,12,109–140,negative
3762,249.46,110.0,4.72,1,unknown,rising?
3763,178.17,143.0,4.13,5,160–190,stable
3764,49.76,27.0,4.28,1,44–52,stable
3765,90.77,40.0,4.31,0,65–100,unclear
3766,160.61,95.0,3.22,17,130–180,negative?
3767,158.83,95.0,3.04,17,130–180,negative?
3768,50.93,27.0,4.37,1,44–52,stable
3769,89.61,40.0,4.04,2,65–100,unclear
3770,249.08,110.0,4.86,2,unknown,rising?
3771,130.18,75.0,3.53,9,109–140,negative
3772,49.37,27.0,4.34,4,44–52,stable
3773,127.98,75.0,4.05,12,109–140,negative
3774,158.34,95.0,3.08,19,130–180,negative?
3775,250.08,110.0,4.91,2,unknown,rising?
3776,49.98,27.0,4.11,0,44–52,stable
3777,50.43,27.0,4.25,3,44–52,stable
3778,248.28,110.0,4.52,0,unknown,rising?
3779,127.8,75.0,3.6,10,109–140,negative
3780,249.1,110.0,4.95,0,unknown,rising?
3781,51.24,27.0,4.57,1,44–52,stable
3782,179.49,143.0,3.92,7,160–190,stable
3783,251.31,110.0,4.66,3,unknown,rising?
3784,177.73,143.0,4.25,3,160–190,stable
3785,251.82,110.0,4.87,0,unknown,rising?
3786,51.39,27.0,4.23,5,44–52,stable
3787,159.05,95.0,3.14,16,130–180,negative?
3788,249.46,110.0,4.54,2,unknown,rising?
3789,50.38,27.0,4.48,1,44–52,stable
3790,178.64,143.0,3.96,3,160–190,stable
3791,51.29,27.0,4.15,4,44–52,stable
3792,89.18,40.0,4.36,3,65–100,unclear
3793,89.07,40.0,4.47,0,65–100,unclear
3794,250.64,110.0,4.85,1,unknown,rising?
3795,130.35,75.0,3.68,13,109–140,negative
3796,161.75,95.0,2.91,14,130–180,negative?
3797,178.32,143.0,4.05,2,160–190,stable
3798,51.82,27.0,4.27,5,44–52,stable
3799,160.2,95.0,3.31,19,130–180,negative?
3800,161.72,95.0,3.11,14,130–180,negative?
3801,161.23,95.0,3.01,17,130–180,negative?
3802,159.6,95.0,2.9,16,130–180,negative?
3803,179.72,143.0,4.13,2,160–190,stable
3804,49.92,27.0,4.6,5,44–52,stable
3805,160.2,95.0,3.14,17,130–180,negative?
3806,127.55,75.0,3.92,14,109–140,negative
3807,127.72,75.0,3.97,13,109–140,negative
3808,161.76,95.0,3.09,18,130–180,negative?
3809,128.69,75.0,3.94,14,109–140,negative
3810,90.38,40.0,3.98,0,65–100,unclear
3811,249.0,110.0,4.77,1,unknown,rising?
3812,130.55,75.0,3.99,9,109–140,negative
3813,161.43,95.0,3.23,15,130–180,negative?
3814,248.7,110.0,4.97,0,unknown,rising?
3815,251.99,110.0,4.99,0,unknown,rising?
3816,50.88,27.0,4.11,4,44–52,stable
3817,180.57,143.0,3.8,6,160–190,stable
3818,128.96,75.0,4.0,13,109–140,negative
3819,161.33,95.0,3.38,18,130–180,negative?
3820,128.09,75.0,4.03,10,109–140,negative
3821,158.25,95.0,3.1,14,130–180,negative?
3822,89.07,40.0,4.45,1,65–100,unclear
3823,178.67,143.0,4.07,6,160–190,stable
3824,127.15,75.0,3.85,10,109–140,negative
3825,91.82,40.0,4.24,1,65–100,unclear
3826,88.96,40.0,4.41,4,65–100,unclear
3827,179.12,143.0,4.18,3,160–190,stable
3828,89.42,40.0,4.01,3,65–100,unclear
3829,127.79,75.0,4.03,9,109–140,negative
3830,248.87,110.0,4.53,0,unknown,rising?
3831,178.93,143.0,3.88,5,160–190,stable
3832,49.4,27.0,4.68,2,44–52,stable
3833,180.36,143.0,3.94,7,160–190,stable
3834,159.6,95.0,3.09,15,130–180,negative?
3835,90.01,40.0,4.24,0,65–100,unclear
3836,158.37,95.0,2.98,18,130–180,negative?
3837,161.01,95.0,3.19,15,130–180,negative?
