product_id,title,category,price,cost,attributes,description
1562,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1563,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood. Customer said: 'ok quality'.
1564,Slim Fti Tee,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1565,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1566,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1567,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101? Customer said: 'ok quality'.
1568,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1569,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1570,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1571,Slim Fti Tee,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1572,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1573,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1574,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1575,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1576,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate? Customer said: 'ok quality'.
1577,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1578,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1579,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1580,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1581,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn. Customer said: 'ok quality'.
1582,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1583,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น Customer said: 'ok quality'.
1584,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1585,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1586,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1587,Slim Fti Tee,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1588,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1589,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1590,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1591,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1592,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1593,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1594,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1595,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1596,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1597,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101? Customer said: 'ok quality'.
1598,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1599,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1600,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1601,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1602,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1603,Slim Fti Tee,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn. Customer said: 'ok quality'.
1604,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1605,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1606,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1607,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
1608,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1609,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1610,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1611,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1612,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1613,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1614,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1615,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1616,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1617,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1618,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?). Customer said: 'ok quality'.
1619,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
1620,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1621,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1622,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn. Customer said: 'ok quality'.
1623,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1624,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1625,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101? Customer said: 'ok quality'.
1626,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1627,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1628,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1629,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1630,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1631,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1632,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1633,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1634,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1635,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1636,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น Customer said: 'ok quality'.
1637,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1638,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
1639,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1640,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood. Customer said: 'ok quality'.
1641,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1642,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
1643,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1644,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1645,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1646,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1647,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1648,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1649,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1650,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1651,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101? Customer said: 'ok quality'.
1652,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1653,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1654,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1655,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1656,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1657,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1658,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1659,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1660,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1661,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1662,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1663,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1664,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
1665,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1666,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate? Customer said: 'ok quality'.
1667,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1668,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1669,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1670,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1671,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1672,Slim Fti Tee,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1673,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1674,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1675,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1676,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1677,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1678,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1679,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1680,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1681,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1682,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1683,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1684,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
1685,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1686,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1687,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1688,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1689,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1690,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1691,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1692,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น Customer said: 'ok quality'.
1693,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
1694,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1695,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1696,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1697,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1698,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1699,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1700,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1701,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
1702,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1703,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1704,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1705,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1706,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น Customer said: 'ok quality'.
1707,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
1708,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1709,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1710,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1711,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1712,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1713,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1714,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1715,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1716,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1717,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1718,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1719,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1720,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1721,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1722,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1723,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1724,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1725,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1726,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1727,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1728,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1729,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32", Customer said: 'ok quality'.
1730,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1731,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1732,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1733,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1734,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1735,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1736,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
1737,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1738,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1739,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
1740,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1741,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1742,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1743,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1744,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1745,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1746,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1747,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1748,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1749,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1750,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1751,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1752,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1753,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1754,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
1755,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1756,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1757,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1758,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1759,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1760,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1761,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1762,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1763,Slim Fti Tee,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1764,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
1765,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1766,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1767,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1768,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1769,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1770,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1771,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1772,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1773,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1774,Slim Fti Tee,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1775,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32", Customer said: 'ok quality'.
1776,Slim Fti Tee,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1777,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1778,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1779,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1780,Slim Fti Tee,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1781,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1782,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101?
1783,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1784,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1785,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1786,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1787,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1788,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1789,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1790,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1791,Slim Fti Tee,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1792,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1793,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1794,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1795,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1796,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1797,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101? Customer said: 'ok quality'.
1798,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
1799,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1800,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate?
1801,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1802,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1803,Slim Fit Tee,Menswear,49.99,27,color=black; size=L,Same model as 101? Customer said: 'ok quality'.
1804,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
1805,Slim Fti T-shirt,Clothes > Mens,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn.
1806,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1807,3pc Cook Set – Steel,Kitchen ,250,??,material=stl; weight=2.5kg,ชุดหม้อสแตนเลส 3 ชิ้น
1808,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1809,Kids Sneakers,Shoes/Kids,179 SAR,143 SAR,"color=red, size=32",
1810,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1811,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
1812,Coffee Press,Kitchen & Dining,ninety,40,capacity=1L??,1-liter French press. Maybe borosilcate? Customer said: 'ok quality'.
1813,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1814,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues.
1815,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
1816,Wireless EarBud Pro,,129,75,bt=5; battery_life=5-6 hrs?,Premium earbuds. Noise canselling. Some customers reported issues. Customer said: 'ok quality'.
1817,Slim Fti T-shirt,Apparel/Men,49.99,unknown,color=blk; size=L,A popular mens shirt made of cottn. Customer said: 'ok quality'.
1818,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1819,Slim Fit T-shirt,Menswear,49.99,27,color=black; size=L,Same model as 101?
1820,Portable Blender,Home Appliances,Unclear,95,500ml,Rechargeable blender (but cable missing?).
1821,Foldable Table,,399,280,,Foldable wooden table 120cm x 60cm. Might be pine or beech wood.
